N ORDEN,N CAMARA,BARRIOS,SINIESTRO,DIRECCION SINIESTRO,FECHA,HORA,CODIGO PARTICIPANTES,CODIGOS CAUSAS,SEMAFOROS,,,,
3451,338,Los Andes,1,Champagnat y Colon,08/11/25,17:57:00,M,NSD,NO,,,,
3452,394,Acantilados,1,515 Y Calle 14,08/11/25,19:31:00,A/A,NSD,NO,,,,
3453,417,General Pueyrredon,1,Genova y Friulli,08/11/25,19:36:00,CTA/M,NR,NO,,,,
3454,685,Félix U. Camet,1,Avenida Central y Calle 3,09/11/25,11:01:00,A/M,NSD,NO,,,,
3455,238,Caisamar,1,Estrada y Artigas,09/11/25,11:27:00,A/P,NSD,NO,,,,
3456,578,Macrocentro,1,P.P. Ramos y Sarmiento,09/11/25,09:11:00,M/M,NSD,NO,,,,
3457,130,Los Pinares,1,Carballo y Florisbelo Acosta,09/11/25,15:24:00,M/M,NSD,NO,,,,
3458,431,Villa Primera,1,Gascón y Arrue,10/11/25,14:41:00,A/M,NSD, NO ,,,,
3459,630,San Carlos,1,Rivas y Rodriguez Martin,10/11/25,14:47:00,A/M,NR,NO,,,,
3460,360,Termas Huincó ,1,Juramento y Tripulante Fournier,10/11/25,15:32:00,CAM/M,NSD,NO,,,,
3461,706,9 de Julio,1,Luro y Champagnat,10/11/25,16:12:00,M,FV,NO,,,,
3462,277,Punta Mogotes,1,Bouchard y Piedrabuna,11/11/25,18:17:00,CAM/M,NR,NO,,,,
3463,693,Don Emilio,1,Rosales y Canessa,11/11/25,08:23:00,A/M,EV,NO,,,,
3464,447,Bernardino Rivadavia,1,Formosa y Jara,12/11/25,09:28:00,CAM/M,NSD,NO,,,,
3465,706,9 de Julio,1,Luro y Champagnat,12/11/25,18:51:00,A/M,NR,NO,,,,
3466,477,San Jose,1,Independencia y Alvarado,13/11/25,08:26:00,A/P,NR,SI,,,,
3467,426,Villa Primera,1,Fortunato de la Plaza y Rau,13/11/25,17:11:00,A/M,NSD,NO,,,,
3468,604,Parque Luro,1,Constitución y Libre del Sur,13/11/25,17:13:00,A/M,G,NO,,,,
3469,306,Playa Grande,1,Escollera Norte ,13/11/25,22:50:00,A/B,NSD,NO,,,,
3470,668,Regional,1,R. Peña  y Juncal,14/11/25,08:09:00,A/M,NSD,NO,,,,
3471,227,General Belgrano,1,Carlos Gardel y Vertiz,14/11/25,13:30:00,COL/P,NSD,NO,,,,
3472,414,Jorge Newbery,1,Colon y Pigue,14/11/25,15:38:00,M/PERRO,NSD,NO,,,,
3473,29,Constitución,1,F.U. Camet y Valencia,14/11/25,17:59:00,A/A,D,NO,,,,
3474,214,San Carlos,1,J.B. Justo y Dutto,15/11/25,06:43:00,A/M,EV,SI,,,,
3475,145,Santa Monica,1,Jara y Laprida,15/11/25,09:50:00,M/M,NSD,NO,,,,
3476,679,Fortunato de la Plaza,1,Vertiz y Monseñor Rau,15/11/25,10:31:00,M/COL,NSD,NO,,,,
3477,339,Bernardino Rivadavia,1,Champagnat y Castelli,15/11/25,10:39:00,A/M,G,NO,,,,
3478,390,El Progreso,1,J.P. Ramos y Ortiz de Zarate,15/11/25,19:34:00,M/M,NSD,SI,,,,
3479,327,9 de Julio,1,Libertad y A. Alio,16/11/25,04:20:00,A/M,VS,SI,,,,
3480,30,Parque Luro,1,Constitución y Tejedor,16/11/25,06:06:00,A/A,VS,SI,,,,
3481,338,Los Andes,1,Colon y Nasser,17/11/25,08:16:00,M/M,NSD,NO,,,,
3482,742,Jorge Newbery,1,Alberti y Tandil,17/11/25,14:28:00,A/M,NSD,NO,,,,
3483,77,Don Emilio,1,Hernandarias y Ruta 88,18/11/25,08:03:00,A/M,NSD,NO,,,,
3484,477,San Jose,1,Independencia y Garay,18/11/25,09:03:00,M/M,NSD,SI,,,,
3485,305,Libertad,1,Luro y Tandil,18/11/25,09:56:00,A/CTA,D,NO,,,,
3486,370,El Grosellar,1,Alice y Carballo,18/11/25,20:51:00,A/M,NSD,NO,,,,
3487,293,Cerrito Sur,1,Fortunato de la Plaza y Fleming,19/11/25,21:33:00,A/CTA,NSD,SI,,,,
3488,262,La Perla,1,Felix U. Camet y Sargento Cabral,19/11/25,09:32:00,M,NSD,SI,,,,
3489,134,Caisamar,1,La Salle y Constitución,19/11/25,16:00:00,CTA/B,D,NO,,,,
3490,706,9 de Julio,1,Champagnat y Luro,19/11/25,16:23:00,COL/M,MR,NO,,,,
3491,277,Punta Mogotes,1,De Los Trabajadores y Pje Dorrego,19/11/25,21:47:00,A,NSD,SI,,,,
3492,578,Macrocentro,1,Alsina y Bvd. Patricio Peralta Ramos ,20/11/25,02:05:00,CTA/A/A,NSD,SI,,,,
3493,327,9 de Julio,1,Alio y Libertad,20/11/25,10:35:00,CAM,NSD,SI,,,,
3494,334,Jorge Newbery,1,Colon y Sandino,20/11/25,19:03:00,A/M,NSD,NO,,,,
3495,321,Las Américas,1,C. Gardel y 12 de Octubre,21/11/25,08:09:00,A/A,EV,NO,,,,
3496,504,Parque Luro,1,Constitución y Pedraza,21/11/25,08:37:00,A/M,NSD,NO,,,,
3497,410,Primera Junta,1,Entre Ríos y J. J. Paso,21/11/25,13:44:00,A/M,VS,SI,,,,
3498,492,San Patricio,1,Calle 0 y Calle 459,21/11/25,17:19:00,CTA/M,NSD,NO,,,,
3499,138,Villa Primera,1,Berutti y Tierra del Fuego,21/11/25,17:54:00,A/M,NSD,NO,,,,
3500,434,Centro,1,San Martín y Corrientes,22/11/25,13:49:00,B,NSD,SI,,,,
3501,22,Coronel Dorrego,1,Grecia y Colón,22/11/25,21:33:00,A/M,NSD,NO,,,,
3502,290,Cerrito San Salvador,1,Marcelo T. Alvear y Fortunato de la Plaza,23/11/25,00:02:00,CTA/M,G,NO,,,,
3503,707,Sarmiento,1,San Martín y Jara,23/11/25,10:51:00,A/P,G,NO,,,,
3504,299,Florencio Sánchez,1,Talcahuano y Lebenson,23/11/25,17:58:00,M/M,NSD,NO,,,,
3505,544,Centro,1,La Rioja y Moreno,23/11/25,20:07:00,A/M,NSD,SI,,,,
3506,477,San José,1,Garay e Independencia,24/11/25,08:50:00,CTA/B,NSD,SI,,,,
3507,144,Santa Mónica,1,J.B. Justo y Ratery,24/11/25,12:51:00,B,NSD,SI,,,,
3508,282,Colinas Peralta Ramos,1,Fortunato de la Plaza y F. Alcorta,24/11/25,19:55:00,A/B,NSD,SI,,,,
3509,290,Cerrito San Salvador,1,Fortunato de la Plaza y A. Korn ,24/11/25,21:21:00,B/B,NSD,NO,,,,
3510,676,Fortunato de la Plaza,1,Udine y Bouchard,25/11/25,16:00:00,CAM/M,EV,NO,,,,
3511,110,Plaza Mitre,1,Mitre y Falucho,25/11/25,13:05:00,A/P,NSD,NO,,,,
3512,615,Batán,1,Julián Ríos y Av. Mar del Plata,25/11/25,18:21:00,A/P,NSD,NO,,,,
3513,358,Villa Lourdes,1,J. B.Justo y Edison,25/11/25,22:18:00,A/P,PC,SI,,,,
3514,479,San José,1,Independencia y Matheu,26/11/25,10:26:00,A/CAM,VS,SI,,,,
3515,293,Cerrito Sur,1,Echeverria y F.de la Plaza,26/11/25,18:22:00,CAM/M,NSD,SI,,,,
3516,308,Playa Grande,1,Bvd. P. P. Ramos y Roca,26/11/25,11:48:00,B,NSD,NO,,,,
3517,6,Playa Grande,1,Formosa y Alem,26/11/25,12:46:00,A/M,NSD,NO,,,,
3518,338,Los Andes,1,Colón y Champagnat,26/11/25,19:07:00,A/A,EV,NO,,,,
3519,146,San Jose,1,J.B. Justo e H. Yrigoyen ,26/11/25,19:05:00,A/M,D,SI,,,,
3520,705,Centro,1,Rivadavia y Buenos Aires,26/11/25,19:45:00,A/M,MR,SI,,,,
3521,358,Villa Lourdes,1,Juan B. justo y Acha,27/11/25,07:26:00,A/A,NR,NO,,,,
3522,223,Los Acantilados,1,Ruta 11 y Calle  515,27/11/25,07:56:00,A/M,G,NO,,,,
3523,110,Plaza Mitre,1,Falucho y Santiago del Estero,27/11/25,14:16:00,A/M,NSD,NO,,,,
3524,145,Santa Mónica,1,J. B. Justo y Francia,27/11/25,16:45:00,A/A,NSD,SI,,,,
3525,625,Juramento,1,M. Bravo y Bosch,27/11/25,17:34:00,A/M,NSD,NO,,,,
3526,103,Macrocentro,1,Colón y Arenales,27/11/25,21:22:00,A/A,NSD,SI,,,,
3527,523,Centro,1,Colón y Córdoba,28/11/25,07:40:00,A/M,VS,SI,,,,
3528,401,Bosque Grande,1,Fortunato de la Plaza y R. Inda,28/11/25,07:52:00,A/M,NR,NO,,,,
3529,338,Los Andes,1,Colón y Champagnat,28/11/25,09:01:00,A/M,EV,NO,,,,
3530,392,Santa Celina,1,Antartida Argentina y M. Rosas,28/11/25,09:26:00,A/M,NSD,NO,,,,
3531,507,Villa Primera,1,San Juan y Necochea,28/11/25,13:17:00,A/M,NSD,NO,,,,
3532,527,Malvinas Argentinas,1,A. Alió y Tres de Febrero,28/11/25,15:07:00,A/M,EV,NO,,,,
3533,706,9 de Julio,1,Luro y Champagnat,28/11/25,16:35:00,CTA/M,G,NO,,,,
3534,476,San José,1,Independencia y San Lorenzo,28/11/25,17:22:00,CTA/M,NSD,SI,,,,
3535,21,Don Bosco,1,Colón y Guido,29/11/25,06:04:00,A/M,NSD,SI,,,,
3536,159,Coronel Dorrego,1,Luro y Coronel Suarez,29/11/25,13:27:00,A/A,NR,NO,,,,
3537,158,Peralta Ramos Oeste,1,San Salvador y Udine,29/11/25,17:23:00,A/M,?,NO,,,,
3538,314,Libertad,1,Libertad y J. Costa,29/11/25,20:08:00,A/M,NR,NO,,,,
3539,33,Puerto,1,Edisón y 12 de Octubre,29/11/25,20:22:00,A/A,NSD,SI,,,,
3540,684,Aeroparque,1,Ruta 2 y km 393,30/11/25,06:34:00,A,NSD,NO,,,,
3541,443,La Perla,1,San Luis y Bvd. P. P. Ramos,30/11/25,07:12:00,CTA/M,NSD,NO,,,,
3542,754,Lomas de Stella Maris,1,Castelli y General Rivas,30/11/25,10:09:00,A/B,NSD,NO,,,,
3543,295,Florencio Sánchez,1,Ant. Argentina y W. Morris,30/11/25,14:36:00,A/M,VS,SI,,,,
3544,55,Sarmiento,1,Luro y Bronzini,30/11/25,15:55:00,A/M,NSD,SI,,,,
3545,448,Don Bosco,1,Jara y Rawson,01/12/25,16:24:00,A/M,NSD,NO,,,,
3546,57,Centro,1,Luro y Cordoba,01/12/25,17:02:00,COL/CTA,NSD,SI,,,,
3547,537,Villa Primera,1,Mexico y Libertad,01/12/25,20:24:00,A/A,NR,NO,,,,
3548,413,Coronel Dorrego,1,Colón y Albarracín,02/12/25,09:39:00,A/M,NSD,NO,,,,
3549,54,Coronel Dorrego,1,Luro y Czetz,02/12/25,13:33:00,A/M,NSD,NO,,,,
3550,395,Hipódromo,1,Madariaga y J.B. Justo,02/12/25,18:04:00,A/M,NSD,NO,,,,
3551,258,Villa Primera,1,Tejedor y Necochea,03/12/25,08:14:00,A/P,G,NO,,,,
3552,595,Peralta Ramos Oeste,1,Lisandro de la Torre y 12 de Octubre,03/12/25,09:43:00,A/M,NSD,NO,,,,
3553,586,Los Andes,1,Moreno y Champagnat,03/12/25,15:26:00,M,NSD,NO,,,,
3554,134,Caisamar,1,Constitución y Carballo,03/12/25,17:51:00,A/M,NSD,NO,,,,
3555,485,Los Andes,1,Tierra del Fuego y Colón,03/12/25,18:31:00,CTA/M,NSD,NO,,,,
3556,433,Malvinas Argentinas,1,Libertad y Coronel Suarez,04/12/25,14:17:00,M,NSD,NO,,,,
3557,308,Playa Grande,1,Gral. Roca y  A. del Valle,04/12/25,19:26:00,?,NSD,NO,,,,
3558,145,Santa Mónica,1,J. B. Justo y Francia,04/12/25,20:37:00,A/M,NSD,NO,,,,
3559,686,Libertad,1,Berutti y Brasil,05/12/25,10:01:00,CTA/B,NSD,NO,,,,
3560,270,Punta Mogotes,1,Gral. Pacheco y Mario Bravo,05/12/25,12:45:00,A/M,NR,NO,,,,
3561,75,Colinas Peralta Ramos,1,S. Salvador y Edison ,05/12/25,15:22:00,A/M,NSD,NO,,,,
3562,338,Los Andes,1,Colón y Bahia Blanca,05/12/25,15:13:00,A/M,NSD,NO,,,,
3563,291,Cerrito San Salvador,1,Fortunato de la Plaza y Cerrito,05/12/25,22:48:00,A/A,NR,NO,,,,
3564,366,Las Avenidas,1,Juan B. justo y Tucumán,06/12/25,01:08:00,CTA/M,NSD,SI,,,,
3565,338,Los Andes,1,Colón y Champagnat,06/12/25,10:09:00,A/M,NSD,NO,,,,
3566,669,Alfar,1,Santa Maria de Oro y Diagonal EE UU,06/12/25,10:14:00,A/M,D,NO,,,,
3567,314,Libertad,1,Czetz y Libertad,06/12/25,12:23:00,A/M,G,NO,,,,
3568,323,Las Heras,1,Tetamanti y Garcia Lorca,06/12/25,16:01:00,CAM/M,NSD,NO,,,,
3569,756,Macrocentro,1,Garay y Santiago del Estero ,07/12/25,19:41:00,A/B,NR,NO,,,,
3570,520,Centro,1,Diagonal Pueyrredón y Bolivar,07/12/25,19:40:00,M/P,PI,NO,,,,
3571,684,Aeroparque,1,Ruta 2 y Rda Aeropuerto,08/12/25,02:02:00,M,PC,NO,,,,
3572,314,Libertad,1,Libertad  y Chilavert,08/12/25,17:46:00,A/M,NSD,NO,,,,
3573,231,Belisario Roldan,1,Garay y Termas de Rio Hondo,08/12/25,20:41:00,POL/CTA,NSD,NO,,,,
3574,54,Coronel Dorrego,1,Luro y Estado de Israel,09/12/25,10:42:00,M/CTA,NSD,NO,,,,
3575,55,Sarmiento,1,Luro y Malvinas,09/12/25,17:02:00,A/M,NSD,NO,,,,
3576,621,Bosque Grande,1,Polonia y Soler,09/12/25,09:12:00,B,NSD,NO,,,,
3577,366,Las Avenidas,1,J. B. Justo y Fleming,09/12/25,17:42:00,A/M,NSD,SI,,,,
3578,213,Villa Evita,1,Fortunato de la Plaza y Magnasco,09/12/25,20:39:00,M,NSD,SI,,,,
3579,255,Caisamar,1,De la Paollera y Estrada,09/12/25,21:26:00,POLICÍA/A,G,NO,,,,
3580,54,Coronel Dorrego,1,Av. Luro y A. Alio,09/12/25,21:57:00,A/M,NSD,SI,,,,
3581,204,Lomas de Stella Maris,1,Colón y Viamonte,10/12/25,07:28:00,A/M,NSD,NO,,,,
3582,103,Macrocentro,1,Colón y Buenos Aires,10/12/25,07:33:00,A/A,NSD,NO,,,,
3583,390,El Progreso,1,J.P. Ramos y Guanahani,10/12/25,11:59:00,A/M,NSD,NO,,,,
3584,305,Libertad,1,Luro y Chilabert,10/12/25,12:42:00,M/CTA,NSD,NO,,,,
3585,587,Parque Luro,1,Camet y Valencia,10/12/25,15:55:00,A/M,NR,NO,,,,
3586,213,Villa Evita,1,Fortunato de la Plaza y Camusso,10/12/25,17:31:00,M/A,NSD,NO,,,,
3587,586,Los Andes,1,Belgrano y Bahia Blanca,11/12/25,08:44:00,CTA/CTA,NSD,NO,,,,
3588,22,Coronel Dorrego,1,Alio y Brown,11/12/25,20:37:00,POLICÍA/M,MR,NO,,,,
3589,581,centro,1,Independencia y Moreno,12/12/25,07:53:00,A/M,VS,SI,,,,
3590,339,Bernardino Rivadavia,1,Champagnat y Moreno ,12/12/25,10:30:00,COL,NSD,NO,,,,
3591,279,Termas Huincó ,1,Fortunato de la Plaza y Acha,12/12/25,09:46:00,A/M,G,NO,,,,
3592,405,Bosque Grande,1,Polonia y Azopardo,12/12/25,23:31:00,A/A,NSD,NO,,,,
3593,694,Playa Grande,1,Alem y Quintana,13/12/25,17:36:00,A/M,NSD,NO,,,,
3594,328,Jorge Newbery,1,Luro y Colombia,13/12/25,17:47:00,A/M,G,NO,,,,
3595,372,San Carlos,1,J. J. Paso y Gral. Paz,13/12/25,20:37:00,A/M,NR,NO,,,,
3596,526,San Cayetano,1,Bolivar y David Ortega,13/12/25,20:57:00,POL/M,NSD,NO,,,,
3597,213,Villa Evita,1,De los Inmigrantes y Genova,13/12/25,21:21:00,POL/M,NSD,NO,,,,
3598,370,El Grosellar,1,Carballo y Aguirre,14/12/25,03:36:00,A,NSD,NO,,,,
3599,501,Alto Camet,1,Beltran y Cianchetta,14/12/25,04:30:00,A/A,NSD,NO,,,,
3600,110,Plaza Mitre,1,San Luis y Falucho,14/12/25,07:28:00,B,NSD,SI,,,,
3601,586,Los Andes,1,Garay y Champagnat,14/12/25,13:18:00,M/CTA,NSD,NO,,,,
3602,585,Centro,1,Colon e Independencia,15/12/25,11:32:00,A/M,NSD,SI,,,,
3603,130,Los Pinares,1,F. Acosta y Ruta 2,15/12/25,14:11:00,A/M,NSD,NO,,,,
3604,137,Villa Primera,1,Libertad y Tierra del Fuego,16/12/25,05:50:00,A/B,NSD,NO,,,,
3605,741,Coronel Dorrego,1,Colon y Chilavert,16/12/25,07:35:00,CTA/M,NSD,NO,,,,
3606,11,Don Bosco,1,Luro y 20 de Septiembre,16/12/25,10:20:00,A/P,NSD,SI,,,,
3607,46,San Jose,1,J.B. Justo y España,16/12/25,19:54:00,A/M,NSD,SI,,,,
3608,259,Los Pinares,1,Rio Negro y Marcos Sastre,17/12/25,12:36:00,M/CTA,NR,NO,,,,
3609,33,Puerto,1,Edisón y 12 de Octubre,17/12/25,12:55:00,M/CTA,EV,SI,,,,
3610,706,9 de Julio,1,Champagnat y 9 de Julio,17/12/25,14:46:00,A/M,NSD,SI,,,,
3611,339,Bernardino Rivadavia,1,Alvarado y V. Montes,17/11/25,18:43:00,A/BOMBEROS,NSD,NO,,,,
3612,67,San Jose,1,Independencia y Paso,18/12/25,13:14:00,A/A,EV,SI,,,,
3613,465,Santa Mónica,1,Camusso y J. B. Justo,18/12/25,20:37:00,A/M,G,SI,,,,
3614,483,Don Bosco,1,Colon y Neuquen,18/12/25,16:08:00,CTA/M,NSD,NO,,,,
3615,555,Vieja Terminal,1,Alvarado y Tucuman,18/12/25,17:20:00,CTA/P,NSD,NO,,,,
3616,130,Los Pinares,1,Zaballa y Della Paolera,19/12/25,12:25:00,A/A,NR,NO,,,,
3617,410,Primera Junta,1,J. J. Paso y Corrientes,19/12/25,13:23:00,M/M,NR,NO,,,,
3618,243,El Jardín Stella Maris,1,Newbery y Einsten,19/12/25,17:29:00,A/M,NSD,NO,,,,
3619,125,Villa Primera,1,Champagnat y Libertad,20/12/25,00:16:00,M,PC,NO,,,,
3620,334,Jorge Newbery,1,Colon y Portugal,20/12/25,08:36:00,A/M,NSD,NO,,,,
3621,762,San Jose,1,Larrea y San Luis,20/12/25,16:39:00,A/M,NSD,NO,,,,
3622,80,Macrocentro,1,Belgrano y Corrientes,20/12/25,17:19:00,A/P,NSD,NO,,,,
3623,686,Libertad,1,Beruti y Wilde,20/12/25,18:16:00,M/A,NR,NO,,,,
3624,338,Los Andes,1,Colon y Champagnat,21/12/25,07:29:00,M/A,NR,NO,,,,
3625,35,El Progreso,1,Talcahuano y Fortunato de la Plaza,21/12/25,08:58:00,A/A,VS,SI,,,,
3626,160,Nueva Pompeya,1,Olazabal y French,21/12/25,21:03:00,A/M,NSD,NO,,,,
3627,54,Coronel Dorrego,1,Luro y Chilavert,22/12/25,10:59:00,A/A,NSD,NO,,,,
3628,707,Sarmiento,1,Luro y Jara,22/12/25,14:30:00,CTA/M,VS,SI,,,,
3629,135,Bernardino Rivadavia,1,R. Peña y Jara,22/12/25,15:09:00,A/P,NSD,NO,,,,
3630,332,Hipodromo,1,Colon y Carrillo,22/12/25,15:31:00,A/M,NSD,NO,,,,
3631,367,Villa Lourdes,1,Juan B.Justo y Marcelo T. de Alvear,22/12/25,16:22:00,CTA/M,DF,NO,,,,
3632,204,Lomas de Stella Maris,1,Colon y Alvear,22/12/25,19:41:00,A/M,NSD,NO,,,,
3633,425,San Jose,1,20 de Septiembre y J.J.Paso,23/12/25,07:48:00,A/M,NSD,NO,,,,
3634,251,Constitución,1,Acevedo y F.U. Camet,23/12/25,08:00:00,A/M,NSD,SI,,,,
3635,362,Punta Mogotes,1,De los Trabajadores y Cayetano Rodriguez,23/12/25,08:04:00,A/M,NSD,NO,,,,
3636,434,Centro,1,Entre Rios y Bolivar,23/12/25,08:40:00,A/M,NSD,NO,,,,
3637,483,Don Bosco,1,Colon y Chaco,23/12/25,14:40:00,M/P,VS,SI,,,,
3638,367,Villa Lourdes,1,Juan B. Justo y Marcelo T. de Alvear,23/12/25,15:37:00,A/P,G,SI,,,,
3639,277,Punta Mogotes,1,Carlos Gardel e Irala,23/12/25,15:41:00,M/P,NSD,NO,,,,
3640,532,Libertad,1,Leguizamon y Rivadavia,23/12/25,16:20:00,A/M,NSD,NO,,,,
3641,513,Loa Pinares,1,Santa Cruz y Zabala,23/12/25,18:23:00,A/A,NSD,NO,,,,
3642,46,San José,1,Juan B. justo y 20 de Septiembre,23/12/25,19:00:00,M,NSD,NO,,,,
3643,812,Caisamar,1,Constitución y Roffo,23/12/25,21:17:00,A/CTA,NSD,NO,,,,
3644,442,Playa Grande,1,Castelli y Bvd. P.P. Ramos,23/12/25,21:59:00,A/P,NSD,NO,,,,
3645,148,San Martín,1,Galicia y Mario Bravo,23/12/25,22:59:00,M/M,NSD,NO,,,,
3646,79,El Progreso,1,Fortunato de la Plaza y Bestoso,24/12/25,05:00:00,A/A,NR,NO,,,,
3647,324,General Pueyrredón,1,Polonia y Napoles,24/12/25,08:49:00,CTA/BICI,NSD,NO,,,,
3648,391,El Progreso,1,Jacinto Peralta Ramos y Rosales,24/12/25,09:45:00,CTA/M,NSD,SI,,,,
3649,94,Las Heras,1,Heguilor y Morris,24/12/25,10:00:00,M/B,NR,NO,,,,
3650,23,Don Bosco,1,Colon y Marconi,24/12/25,10:13:00,M/M,NSD,NO,,,,
3651,564,Regional,1,Paula Albarracin y San Lorenzo,24/12/25,20:00:00,A/M,EV,NO,,,,
3652,664,Bernardino Rivadavia,1,Juan B. Justo y Champagnat,25/12/25,04:09:00,M,NSD,NO,,,,
3653,401,Bosque Grande,1,Fortunato de la Plaza y Martinez de Hoz,26/12/25,18:02:00,A/M,NSD,NO,,,,
3654,456,Vieja Terminal,1,Alberti y Olavarria,27/12/25,20:26:00,A/M,NSD,NO,,,,
3655,75,Colinas Peralta Ramos,1,Edison y San Salvador,28/12/25,09:03:00,A/M,NSD,NO,,,,
3656,322,Don Emilio,1,Canessa y Soler,28/12/25,14:38:00,CTA/M,NSD,NO,,,,
3657,292,Cerrito Sur,1,Cerrito y Garcia Lorca,29/12/25,03:06:00,A,NSD,NO,,,,
3658,39,Punta Mogotes,1,De los Trabajadores y Napoles,29/12/25,09:05:00,CTA/M,NSD,NO,,,,
3659,54,Coronel Dorrego,1,Luro y Termas de Rio Hondo,29/12/25,11:33:05,CTA/M,NSD,NO,,,,
3660,226,Las Dos Marías,1,Canessa y Garcia Lorca,29/12/25,12:56:00,A/A,NSD,NO,,,,
3661,23,Don Bosco,1,Colon y 1 de Mayo,29/12/25,13:28:00,A/COL,NSD,SI,,,,
3662,244,Colinas Peralta Ramos,1,Mario Bravo y Alcorta,29/12/25,18:26:00,A/M,NSD,NO,,,,
3663,77,Don Emilio,1,Vertiz y Ruta 88,30/12/25,12:00:00,A/M,G,SI,,,,
3664,262,La Perla,1,Patricio Peralta Ramos y Rio Negro,30/12/25,13:20:00,M,FV,NO,,,,
3665,63,Cerrito Sur,1,Mario Bravo y Marcelo T. Alvear,30/12/25,14:28:00,A/M,NSD,NO,,,,
3666,356,Villa Lourdes,1,Irala y Dutto,30/12/25,18:32:00,CTA/M,NSD,NO,,,,
3667,668,Regional,1,Champagnat y R. Peña,30/12/25,18:34:00,A/P,G,SI,,,,
3668,123,Las Américas,1,Alio y Savedra,30/12/25,19:21:00,A/P,NSD,SI,,,,
3669,443,La Perla,1,Libertad e Yrigoyen,31/12/25,11:11:00,A/A/A,NSD,NO,,,,
3670,16,Belisario Roldan,1,Alio y San Lorenzo,31/12/25,12:00:00,A/M,NSD,NO,,,,
3671,109,Villa Lourdes,1,12 de Octubre y Juramento,31/12/25,18:02:00,A/M,NSD,NO,,,,
3672,366,Las Avenidas,1,Juan B. Justo y Buenos Aires,31/12/25,19:05:00,A/M,NSD,SI,,,,
3673,137,Villa Primera,1,Libertad y Teodoro Bronzini ,31/12/25,21:00:00,M,EV,SI,,,,
3674,29,Constitución,1,Constitución y Felix U. Camet,01/01/26,00:55:00,A/M,NSD,NO,,,,
3675,264,Los Pinares,1,Acosta y Carballo,01/01/26,05:36:00,A/M,NSD,NO,,,,
3676,21,Don Bosco,1,Colon y San Juan,01/01/26,07:11:00,A/M,NSD,SI,,,,
3677,621,Bosque Grande,1,Polonia y Rosales ,02/01/26,20:59:00,A,PC,NO,,,,
3678,23,Don Bosco,1,Jara y Bolivar,02/01/26,10:14:00,A/A/A,NSD,NO,,,,
3679,361,Villa Lourdes,1,Vertiz y Padre Dutto,02/01/26,11:40:00,CTA/M,NSD,NO,,,,
3680,130,Los Pinares,1,Constitucion y Ruta 2,02/01/26,16:30:00,A/A,NSD,NO,,,,
3681,130,Los Pinares,1,Mariani y Ruta 2,02/01/26,19:01:00,A,NSD,NO,,,,
3682,44,Bernardino Rivadavia,1,Juan B. Justo y Mexico,03/01/26,08:00:00,A/A,D,SI,,,,
3683,327,9 de Julio,1,Alio y Libertad,03/01/26,13:33:00,A/M,VS,SI,,,,
3684,131,Malvinas Argentinas,1,Alio y Santa Cruz,04/01/26,17:46:00,M,NSD,NO,,,,
3685,305,Libertad,1,Luro y Bolivia,05/01/26,05:47:00,M,NSD,NO,,,,
3686,103,Macrocentro,1,Colon y Buenos Aires,05/01/26,07:18:00,A/POLICÍA,MI,NO,,,,
3687,299,Florencio Sanchez,1,Talcahuano y Genova,05/01/26,13:19:00,CTA,NSD,NO,,,,
3688,478,Plaza Mitre,1,Gascon e Independencia,05/01/26,16:44:00,M/A,NSD,SI,,,,
3689,425,San Jose,1,J.J. Paso y 14 de Julio,05/01/26,19:40:00,A/CTA,NSD,NO,,,,
3690,478,San Jose,1,Independencia y Alberti ,05/01/26,21:22:00,A/M,VS,SI,,,,
3691,125,Villa Primera,1,Champagnat y 11 de Septiembre,06/01/26,01:04:00,A/A/A,NSD,NO,,,,
3692,270,Punta Mogotes,1,Acevedo y Mario Bravo,06/01/26,17:06:00,A/M,G,NO,,,,
3693,438,Centro,1,Alberdi y 9 de Julio,07/01/26,07:37:00,M,PC,SI,,,,
3694,338,Los Andes,1,Colon y Champagnat,07/01/26,12:25:00,M/A,G,NO,,,,
3695,43,San Carlos,1,Juan B. justo y Pellegrini,07/01/26,13:07:00,M,PC,NO,,,,
3696,33,Puerto,1,Ayolas y Edison,07/01/26,17:41:00,CTA/A,NSD,NO,,,,
3697,11,Don Bosco,1,Luro y 14 de Julio,07/01/26,19:27:00,A/P,NSD,NO,,,,
3698,55,Sarmiento,1,Luro y Bronzini,07/01/26,23:00:00,A/M,D,SI,,,,
3699,63,Cerrito Sur,1,Mario Bravo y Cerrito,08/01/26,07:48:00,A/M,G,NO,,,,
3700,270,Punta Mogotes,1,Mario Bravo y Las Margaritas,08/01/26,12:29:00,CTA/P,EV,NO,,,,
3701,282,Colinas Peralta Ramos,1,Beltrami y Carasa,08/01/26,13:49:00,CTA/M,NSD,NO,,,,
3702,244,Colinas Peralta Ramos,1,Mario Bravo y Posadas,09/01/26,00:50:00,A/M,NSD,NO,,,,
3703,483,Don Bosco,1,Colon e Italia,09/01/26,10:05:00,CTA/M,G,SI,,,,
3704,528,Coronel Dorrego,1,Alio y Belgrano,09/01/26,19:48:00,A/M,EV,NO,,,,
3705,340,San Cayetano,1,David Ortega y Colon,10/01/26,10:33:00,A/M,NR,NO,,,,
3706,703,La Perla,1,Independencia y Balcarce,10/01/26,18:29:00,CTA/M,NSD,SI,,,,
3707,358,Villa Lourdes,1,Alem y Juan B. Justo,10/01/26,19:31:00,A/M,MR,SI,,,,
